n.louvainGlobalComponentId,size(collect(n.wikiID)),collect(n.wikiID),collect(n.en)
1465098,1,[Q47657],[blood type]
132941,1,[Q192639],[glycoside]
619807,1,[Q207849],[acrylic paint]
675217,1,[Q36794],[door]
589446,1,[Q138045],[eternity]
228614,1,[Q185478],[countably infinite set]
532255,1,[Q208373],[female genital mutilation]
29574,1,[Q133346],[border]
1387783,1,[Q211198],[audience]
587747,1,[Q187787],[genetic algorithm]
249625,1,[Q7434],[uniform]
1387840,1,[Q323],[Big Bang]
1387851,1,[Q210385],[pyridine]
101387,1,[Q43412],[apostle]
1387875,1,[Q33348],[Chuvash]
662459,1,[Q5176750],[President of Brazil]
1436651,1,[Q130243],[deltoid muscle]
1388546,1,[Q273884],[President of South Africa]
1387911,1,[Q183493],[Darwinism]
1387922,1,[Q17437796],[featured article badge]
128065,1,[Q182990],[uracil]
662473,1,[Q319636],[malleus]
1387948,1,[Q16343],[clavicle]
210471,1,[Q471855],[jurisdiction]
687103,1,[Q43142],[lichen]
643228,1,[Q249998],[signal bandwidth]
637545,1,[Q201552],[inulin]
1387978,1,[Q30917],[Swiss Federal Council]
1387986,1,[Q151313],[ethylene]
196858,1,[Q1972],[moon of Saturn]
571432,1,[Q407418],[L-menthol]
1387606,1,[Q155656],[will]
28644,1,[Q192223],[Katyusha]
250349,1,[Q1576],[cigar]
1113854,1,[Q179467],[Fourier series]
181451,1,[Q193351],[data warehouses]
1388051,1,[Q179023],[French colonial empire]
69716,1,[Q11303],[skyscraper]
675314,1,[Q211382],[high-speed rail]
160593,1,[Q421748],[dichloromethane]
1387477,1,[Q189753],[modern Paganism]
33303,1,[Q178521],[cowboy]
1388149,1,[Q840829],[baroque architecture]
1389811,1,[Q900457],[cervical vertebra]
684471,1,[Q186506],[mezzo-soprano]
8785,1,[Q484181],[fiqh]
654788,1,[Q44806],[Ukrainians]
176520,1,[Q837675],[jury]
1494396,1,[Q8236],[literacy]
193287,1,[Q484583],[DL-proline]
1388241,1,[Q846570],[Americans]
182784,1,[Q151948],[kilt]
1397597,1,[Q170323],[Nintendo DS]
1388266,1,[Q43173],[Inquisition]
1493783,1,[Q120812],[absolute value]
60334,1,[Q740326],[water park]
170605,1,[Q172491],[data mining]
1388324,1,[Q9142],[Irish]
1388326,1,[Q192447],[Utopian socialism]
1388332,1,[Q189867],[papal bull]
600359,1,[Q179951],[strabismus]
522410,1,[Q164160],[twilight]
1388393,1,[Q46805],[Romanesque art]
1388397,1,[Q161428],[Georgian scripts]
1388412,1,[Q628004],[President of Mexico]
189695,1,[Q167934],[serotonin]
1446177,1,[Q192620],[hostage]
1388457,1,[Q264892],[social justice]
65771,1,[Q181485],[blast furnace]
238098,1,[Q173725],[air conditioning]
192131,1,[Q4027534],[sucrose]
1387965,1,[Q4321],[motherboard]
576698,1,[Q172754],[World's Fair]
228917,1,[Q222046],[genomics]
287830,1,[Q33495],[vanillin]
1388500,1,[Q180242],[Stockholm syndrome]
1388538,1,[Q728711],[Playboy Playmate]
126173,1,[Q4087],[ammonia]
1493709,1,[Q232932],[open access]
1290729,1,[Q127060],[folic acid]
157161,1,[Q2845],[cannabis]
33276,1,[Q207599],[MTV Europe Music Awards]
5488,1,[Q39950],[Vedas]
1388547,1,[Q271980],[bisphenol A]
286415,1,[Q220410],[thiol]
193356,1,[Q172290],[sulfate ion]
181231,1,[Q192962],[ball lightning]
186960,1,[Q143623],[sterol]
200610,1,[Q190125],[Dumbledore's Army]
636158,1,[Q9606],[spinal cord]
1388612,1,[Q200339],[Mandarin Duck]
54050,1,[Q11875349],[playground]
84823,1,[Q181008],[jigsaw puzzle]
1388699,1,[Q170591],[hydrogen sulfide]
163879,1,[Q485277],[L-histidine]
619463,1,[Q16363],[shoulder]
1388722,1,[Q2270],[benzene]
111098,1,[Q1062400],[chanson]
164582,1,[Q153813],[extermination camp]
1388747,1,[Q43637],[monopoly]
1388760,1,[Q172476],[FC Girondins de Bordeaux]
1399007,1,[Q188158],[Universiade]
1388776,1,[Q215248],[Order of the Garter]
785013,1,[Q484892],[Windows Me]
200785,1,[Q131607],[polenta]
1388859,1,[Q189218],[molar]
63266,1,[Q17243],[Monopoly]
1476505,1,[Q1221899],[gynaecology]
1112370,1,[Q2913982],[trap music]
1388869,1,[Q17437798],[good article badge]
1387792,1,[Q190],[God]
218555,1,[Q177254],[hyperopia]
149976,1,[Q780],[chicken]
75276,1,[Q106252],[marzipan]
160442,1,[Q271943],[isoprene]
1443893,1,[Q1293664],[open content]
61359,1,[Q11547],[cosmic radiation]
568617,1,[Q187776],[denarius]
1384949,1,[Q179254],[gelatin]
1479932,1,[Q204324],[volcanic crater lake]
1388937,1,[Q35694],[jaguar]
231026,1,[Q11106],[bacon]
158770,1,[Q156],[alcohols]
185259,1,[Q201735],[triangle]
1388965,1,[Q112099],[island nation]
1443370,1,[Q335225],[rocket engine]
185048,1,[Q12511],[stairs]
1389002,1,[Q187646],[celestial equator]
1389004,1,[Q18010946],[Apple Watch]
181469,1,[Q37447],[postal code]
160594,1,[Q208366],[xylene]
189337,1,[Q12200],[crêpe]
126414,1,[Q182338],[vitamin K]
116128,1,[Q180600],[humidity]
273390,1,[Q134219],[polysaccharide]
1389071,1,[Q13147],[skull]
122876,1,[Q9158],[email]
637862,1,[Q305208],[radioisotope thermoelectric generator]
727555,1,[Q864011],[sans-serif]
1389126,1,[Q80726],[allele]
1389129,1,[Q154554],[Iron Cross]
1389169,1,[Q43627],[Macintosh operating systems]
1389170,1,[Q9687],[traffic collision]
1501292,1,[Q502730],[cartilage]
1497908,1,[Q7603],[GNU General Public License]
1450738,1,[Q431604],[cross-dressing]
1389194,1,[Q4162555],[fin]
1389200,1,[Q6372],[photosphere]
721974,1,[Q192425],[postcard]
612948,1,[Q13959],[Thanksgiving]
1389234,1,[Q747592],[biphobia]
1476565,1,[Q466704],[surface-to-air missile]
523487,1,[Q190132],[turbulence]
618641,1,[Q891723],[public company]
85024,1,[Q190549],[functional analysis]
1389250,1,[Q122960],[Rococo]
74457,1,[Q182925],[fluorescent lamp]
1389296,1,[Q12107],[Breton]
1389308,1,[Q82996],[rune]
265368,1,[Q200117],[in vitro fertilization]
1389320,1,[Q11391],[ultraviolet radiation]
628766,1,[Q158688],[right triangle]
190123,1,[Q184564],[aldosterone]
1389327,1,[Q491],[friendship]
731199,1,[Q128093],[ebook]
629210,1,[Q143912],[triumphal arch]
1389338,1,[Q220212],[monoculture]
233417,1,[Q935666],[make-up artist]
173690,1,[Q122224],[birth control]
91298,1,[Q128309],[drum kit]
36404,1,[Q190056],[Hilbert space]
638223,1,[Q185203],[transit of Venus]
177649,1,[Q60297962],[cancel culture]
1388427,1,[Q205204],[women's suffrage]
272906,1,[Q202906],[homeomorphism]
603343,1,[Q183496],[adobe]
1389401,1,[Q44155],[Mesolithic]
183548,1,[Q183424],[persona non grata]
658932,1,[Q130825],[particle accelerator]
1389435,1,[Q223703],[MTV Video Music Award]
1389439,1,[Q185145],[great power]
253545,1,[Q1093627],[Falcon Heavy]
122913,1,[Q208080],[opera buffa]
167268,1,[Q178401],[amphora]
1389475,1,[Q207601],[American Music Awards]
1387227,1,[Q160598],[heresy]
1403194,1,[Q206912],[extremophiles]
1403724,1,[Q622527],[self-injury]
1244849,1,[Q9842],[primary school]
590145,1,[Q49737],[cotton candy]
180060,1,[Q186310],[halo]
1389551,1,[Q61982],[daimyo]
180263,1,[Q180729],[Prince of Wales]
1446291,1,[Q184567],[minor scale]
1483015,1,[Q177923],[auction]
244830,1,[Q54237],[osmosis]
568839,1,[Q8102],[slang]
1389609,1,[Q1268865],[light rail]
1474572,1,[Q34990],[Torah]
123947,1,[Q422549],[glucocorticoid]
1389649,1,[Q179452],[DL-amphetamine]
159433,1,[Q484940],[L-isoleucine]
93336,1,[Q188688],[swing]
1448846,1,[Q494291],[folksonomy]
1389673,1,[Q223945],[Bildungsroman]
569950,1,[Q133004],[diaspora]
1387800,1,[Q49085],[African Americans]
458809,1,[Q42378],[Universal Serial Bus]
622957,1,[Q22806],[national library]
1389135,1,[Q194285],[Nebula Award]
1479496,1,[Q1401416],[computer animation]
126896,1,[Q171877],[hydrogen peroxide]
1389726,1,[Q2763],[The Holocaust]
1389736,1,[Q19828],[leap year]
1389737,1,[Q9043],[Norwegian]
1389749,1,[Q211402],[rapid eye movement sleep]
578460,1,[Q7368],[sheep]
1287792,1,[Q143680],[dental implant]
1440508,1,[Q308857],[misogyny]
54387,1,[Q16331],[ethmoid bone]
257157,1,[Q102496],[parish]
1386372,1,[Q107414],[valence electron]
659298,1,[Q673203],[foreskin]
599749,1,[Q73633],[Paralympic Games]
1389889,1,[Q201712],[social liberalism]
1389900,1,[Q25448],[Berber]
618672,1,[Q131191],[body mass index]
81594,1,[Q251212],[Internet of things]
230821,1,[Q238255],[deconstructivism]
53353,1,[Q216866],[conjoined twins]
1467455,1,[Q50851],[black market]
603411,1,[Q191657],[stirrup]
188862,1,[Q26963],[progesterone]
1477358,1,[Q226730],[silent film]
17417,1,[Q44722],[Hebrew calendar]
1497535,1,[Q736917],[formation]
1389977,1,[Q162595],[humerus]
1389980,1,[Q177051],[Pascal's triangle]
1389987,1,[Q9252],[Kazakh]
1389995,1,[Q39531],[Bluetooth]
517089,1,[Q167918],[grandparent]
1390012,1,[Q146657],[great circle]
1390013,1,[Q8641],[Yiddish]
458828,1,[Q114084],[center of gravity]
1398525,1,[Q134003],[hemophilia]
182192,1,[Q134783],[stratigraphy]
1390038,1,[Q1166618],[mathematical logic]
171967,1,[Q166861],[Cistercians]
568733,1,[Q185905],[ukiyo-e]
1386318,1,[Q15003],[escalator]
721421,1,[Q101487],[ester]
1390082,1,[Q47223],[birthday]
1390084,1,[Q746369],[recording studio]
1475921,1,[Q9530],[breathing]
199943,1,[Q108200],[chloride ion]
458243,1,[Q173302],[Estonians]
1367886,1,[Q539051],[Greeks]
563801,1,[Q161078],[urbanization]
60157,1,[Q175957],[Arduino]
1390127,1,[Q80952],[Bengal tiger]
30834,1,[Q177239],[limit]
450315,1,[Q178715],[rhyme]
1390138,1,[Q1725788],[moths]
480372,1,[Q207766],[lawn]
1390149,1,[Q79896],[separation of powers]
36025,1,[Q8282],[Addison's disease]
1390156,1,[Q5070208],[kangaroo]
1390163,1,[Q188238],[epiphyte]
1388689,1,[Q193794],[identity matrix]
1384346,1,[Q44613],[monastery]
230678,1,[Q162555],[oncology]
181556,1,[Q104687],[plebeians]
730257,1,[Q42388],[Zionism]
566959,1,[Q484637],[linear equation]
90161,1,[Q83464],[euphemism]
1390226,1,[Q133696],[color blindness]
1390237,1,[Q25336],[marsupial]
176497,1,[Q186875],[Mersenne prime]
649739,1,[Q1321695],[egg cell]
588512,1,[Q182406],[Okeanid]
1390255,1,[Q189627],[Van der Waals force]
1500870,1,[Q188672],[bran]
231981,1,[Q199906],[clinical psychology]
295171,1,[Q190531],[fondue]
248162,1,[Q22857],[climbing]
1390282,1,[Q45722],[cardinal]
601378,1,[Q5287],[Japanese]
41651,1,[Q124862],[Order of Friars Minor Capuchin]
1390293,1,[Q36422],[Neolithic]
608873,1,[Q29507],[Asturian]
19706,1,[Q180268],[gospel music]
1427202,1,[Q284742],[Creative Commons license]
695115,1,[Q15326],[alcoholism]
271480,1,[Q12538706],[display resolution]
201550,1,[Q134205],[toothbrush]
598475,1,[Q212749],[cracking]
1390349,1,[Q4916],[euro]
1499098,1,[Q33569],[Hawaiian]
1386588,1,[Q261197],[monologue]
1391669,1,[Q173491],[Tamil]
79002,1,[Q185034],[sickle-cell disease]
1388800,1,[Q183621],[yo-yo]
563409,1,[Q181138],[veganism]
1339586,1,[Q8481],[sternum]
541541,1,[Q54837],[Semantic Web]
1390416,1,[Q187650],[Great Purge]
1390439,1,[Q164992],[astrolabe]
1390451,1,[Q273469],[FINA World Aquatics Championships]
170993,1,[Q8424],[aerodynamics]
197023,1,[Q180481],[ambulance]
1242393,1,[Q170417],[caliber]
598010,1,[Q223044],[turtle]
580840,1,[Q385378],[construction]
1390482,1,[Q2102],[snake]
671260,1,[Q2095549],[aircraft pilot]
607753,1,[Q3010369],[opening ceremony]
1385437,1,[Q193076],[functional programming]
135357,1,[Q9309],[Welsh]
243111,1,[Q188739],[envy]
1390525,1,[Q9035],[Danish]
45330,1,[Q660071],[silage]
31255,1,[Q547137],[Latin pop]
9133,1,[Q186228],[minimum wage]
176719,1,[Q3259469],[Prime Minister of Poland]
644888,1,[Q133032],[Hungarians]
170423,1,[Q171263],[agglutinative language]
10404,1,[Q242485],[Flemings]
62606,1,[Q182154],[time travel]
1390616,1,[Q178473],[Hero of the Soviet Union]
234076,1,[Q47092],[rape]
602519,1,[Q483279],[Wikimania]
1390641,1,[Q72468],[bureaucracy]
1387505,1,[Q193137],[differential]
33042,1,[Q185498],[Lucifer]
1390649,1,[Q78974],[electronegativity]
76301,1,[Q179723],[sacrifice]
1388896,1,[Q33298],[Filipino]
546631,1,[Q101971],[wart]
1153825,1,[Q233762],[American literature]
199147,1,[Q5119],[capital city]
1390689,1,[Q484260],[guru]
1390694,1,[Q185529],[pornographic film]
75533,1,[Q191328],[tonal language]
8462,1,[Q177234],[mainframe computer]
136685,1,[Q868557],[music festival]
1390740,1,[Q172280],[ideal gas]
1384296,1,[Q482752],[sharia]
265225,1,[Q107061],[kite]
1390758,1,[Q181602],[bronchus]
1390760,1,[Q193036],[acrobatics]
577776,1,[Q186437],[Game Boy]
292761,1,[Q141495],[mathematical optimization]
31964,1,[Q180634],[distributed computing]
302556,1,[Q30515],[slogan]
88225,1,[Q126236],[conquistador]
676314,1,[Q25433],[Low German]
1390798,1,[Q161424],[black body]
1390801,1,[Q17422],[same-sex marriage]
123953,1,[Q192717],[streptomycin]
246590,1,[Q180809],[mass spectrometry]
1390819,1,[Q170320],[Olympic flame]
164652,1,[Q159535],[conspiracy theory]
1390858,1,[Q159595],[distance education]
186063,1,[Q987664],[grandiose delusions]
1510596,1,[Q140],[lion]
1393094,1,[Q47107],[bucket]
168826,1,[Q170207],[Biblical apocrypha]
1364701,1,[Q708676],[charitable organization]
1390879,1,[Q15680],[yurt]
547993,1,[Q184817],[lignin]
1390888,1,[Q155271],[think tank]
198049,1,[Q15179],[moustache]
684571,1,[Q48360],[hippocampus]
169229,1,[Q33552],[Kashmiri]
1390950,1,[Q190752],[supreme court]
744421,1,[Q6452016],[height above mean sea level]
1390966,1,[Q334486],[mother goddess]
590504,1,[Q202387],[post-traumatic stress disorder]
687072,1,[Q228502],[access control]
1482612,1,[Q83188],[relativism]
18922,1,[Q101539],[flight attendant]
69592,1,[Q15238777],[legislative term]
1390988,1,[Q215292],[AC power connector]
186532,1,[Q41726],[Freemasonry]
61520,1,[Q179472],[galvanometer]
127707,1,[Q177911],[steroid]
1387815,1,[Q348303],[crowd funding]
618099,1,[Q796897],[Prime Minister of Italy]
1510237,1,[Q187685],[doctoral thesis]
177296,1,[Q178528],[traditional Chinese characters]
60941,1,[Q194489],[salary]
191389,1,[Q175621],[vitamin D]
1391045,1,[Q5431887],[social inequality]
601418,1,[Q172067],[hentai]
163741,1,[Q830465],[viral capsid]
170412,1,[Q13479982],[cryptocurrency]
1391068,1,[Q182803],[Zimbabwean dollar]
1391072,1,[Q62614],[androgens]
231540,1,[Q192280],[sex education]
1493305,1,[Q756449],[supramolecular chemistry]
1503233,1,[Q483463],[Asian Games]
180442,1,[Q179289],[causality]
197350,1,[Q187780],[ocarina]
22049,1,[Q337084],[drag queen]
1391116,1,[Q25374],[Odd-toed ungulate]
222832,1,[Q188989],[aquaculture]
181599,1,[Q187868],[potentiometer]
1391119,1,[Q1371037],[institute of technology]
1493813,1,[Q912820],[straw man]
55669,1,[Q191733],[pulse]
271217,1,[Q179643],[underwater diving]
88143,1,[Q55833],[supercontinent]
1436458,1,[Q44676],[Canadian English]
1478593,1,[Q632006],[Gram-negative bacteria]
227779,1,[Q313301],[autobahn in Germany]
226415,1,[Q193457],[mud volcano]
1450115,1,[Q187631],[mathematical interpolation]
168893,1,[Q54505],[quantum field theory]
1501205,1,[Q127956],[microwave oven]
785340,1,[Q524158],[kami]
1391224,1,[Q337987],[secret ballot]
65803,1,[Q12002092],[welfare]
95607,1,[Q206743],[Eurocommunism]
1245537,1,[Q274153],[water tower]
211278,1,[Q180644],[light pollution]
621753,1,[Q22765],[Index Librorum Prohibitorum]
1387997,1,[Q14623204],[secondary education]
565195,1,[Q188628],[board of directors]
